scenario,dataset,total_distance_sum,total_time_ms_sum
scenario2,dataset_001,3346.24,3.28
scenario2,dataset_002,3363.50,2.78
scenario2,dataset_003,4119.53,3.33
scenario2,dataset_004,3435.69,2.79
scenario2,dataset_005,3397.89,2.90
scenario2,dataset_006,3692.78,2.97
scenario2,dataset_007,3278.46,2.89
scenario2,dataset_008,3338.28,3.27
scenario2,dataset_009,3539.50,3.40
scenario2,dataset_010,3695.88,3.30
scenario2,dataset_011,3957.87,3.55
scenario2,dataset_012,3254.05,2.65
scenario2,dataset_013,3886.15,3.07
scenario2,dataset_014,3304.71,2.69
scenario2,dataset_015,3649.50,3.56
scenario2,dataset_016,3823.72,3.33
scenario2,dataset_017,3647.42,3.16
scenario2,dataset_018,3533.08,2.99
scenario2,dataset_019,4088.55,3.72
scenario2,dataset_020,3289.41,3.51
scenario2,dataset_021,3816.31,3.75
scenario2,dataset_022,3570.83,3.65
scenario2,dataset_023,3510.10,3.49
scenario2,dataset_024,3438.44,3.14
scenario2,dataset_025,3385.20,3.13
scenario2,dataset_026,3717.02,3.26
scenario2,dataset_027,3970.23,4.10
scenario2,dataset_028,3248.04,3.52
scenario2,dataset_029,3969.27,4.09
scenario2,dataset_030,3534.51,3.33
scenario2,dataset_031,3747.39,4.14
scenario2,dataset_032,3674.73,3.84
scenario2,dataset_033,3469.53,3.17
scenario2,dataset_034,3658.26,3.37
scenario2,dataset_035,3609.77,3.25
scenario2,dataset_036,3240.18,3.13
scenario2,dataset_037,4187.89,4.01
scenario2,dataset_038,3960.81,3.59
scenario2,dataset_039,3759.18,3.28
scenario2,dataset_040,3596.25,3.12
scenario2,dataset_041,4149.46,3.28
scenario2,dataset_042,3433.04,3.22
scenario2,dataset_043,3930.56,3.78
scenario2,dataset_044,3703.92,3.02
scenario2,dataset_045,3484.12,3.94
scenario2,dataset_046,3335.31,3.05
scenario2,dataset_047,3643.79,3.61
scenario2,dataset_048,3891.23,3.13
scenario2,dataset_049,3305.38,3.46
scenario2,dataset_050,3466.29,3.23
scenario2,dataset_051,3509.70,3.17
scenario2,dataset_052,3312.79,3.20
scenario2,dataset_053,4190.86,4.38
scenario2,dataset_054,3592.17,3.12
scenario2,dataset_055,4335.99,4.44
scenario2,dataset_056,3778.04,3.52
scenario2,dataset_057,4083.88,3.91
scenario2,dataset_058,4359.71,4.12
scenario2,dataset_059,4223.07,3.39
scenario2,dataset_060,4352.61,3.45
scenario2,dataset_061,3460.61,3.17
scenario2,dataset_062,3959.47,3.97
scenario2,dataset_063,3427.31,3.12
scenario2,dataset_064,3217.00,3.17
scenario2,dataset_065,3393.19,2.98
scenario2,dataset_066,3787.12,3.27
scenario2,dataset_067,3291.62,3.24
scenario2,dataset_068,3282.27,3.14
scenario2,dataset_069,3625.82,3.47
scenario2,dataset_070,3739.88,3.67
scenario2,dataset_071,3354.98,3.30
scenario2,dataset_072,3780.83,3.16
scenario2,dataset_073,4002.70,4.27
scenario2,dataset_074,3678.95,3.73
scenario2,dataset_075,3410.64,3.47
scenario2,dataset_076,3971.42,3.83
scenario2,dataset_077,3441.94,3.65
scenario2,dataset_078,3765.57,3.07
scenario2,dataset_079,3915.41,4.01
scenario2,dataset_080,3352.45,3.07
scenario2,dataset_081,3356.67,3.41
scenario2,dataset_082,3598.73,3.88
scenario2,dataset_083,4058.90,4.15
scenario2,dataset_084,3475.24,2.96
scenario2,dataset_085,3509.15,3.43
scenario2,dataset_086,3484.10,3.10
scenario2,dataset_087,4269.34,3.99
scenario2,dataset_088,3716.10,3.19
scenario2,dataset_089,3556.67,3.21
scenario2,dataset_090,3892.19,3.09
scenario2,dataset_091,3555.41,3.43
scenario2,dataset_092,3556.37,3.36
scenario2,dataset_093,3442.95,3.34
scenario2,dataset_094,3669.70,4.03
scenario2,dataset_095,3660.33,3.17
scenario2,dataset_096,3754.62,3.52
scenario2,dataset_097,3800.19,3.35
scenario2,dataset_098,3689.39,3.19
scenario2,dataset_099,4304.82,3.83
scenario2,dataset_100,3386.81,3.40
