scenario,dataset,total_distance_sum,total_time_ms_sum
scenario3,dataset_001,4592.78,10.19
scenario3,dataset_002,4883.29,9.99
scenario3,dataset_003,6503.84,8.79
scenario3,dataset_004,4944.09,9.19
scenario3,dataset_005,5192.73,9.42
scenario3,dataset_006,5552.88,8.24
scenario3,dataset_007,4583.99,9.62
scenario3,dataset_008,4730.63,8.65
scenario3,dataset_009,5346.00,9.27
scenario3,dataset_010,5388.19,8.84
scenario3,dataset_011,6319.05,9.11
scenario3,dataset_012,4825.41,9.78
scenario3,dataset_013,5831.86,8.43
scenario3,dataset_014,4874.01,9.23
scenario3,dataset_015,5633.80,10.16
scenario3,dataset_016,5983.25,9.69
scenario3,dataset_017,5628.39,8.63
scenario3,dataset_018,5220.48,8.33
scenario3,dataset_019,6122.79,9.20
scenario3,dataset_020,4718.47,9.01
scenario3,dataset_021,5667.97,9.82
scenario3,dataset_022,5275.55,10.50
scenario3,dataset_023,5077.75,10.23
scenario3,dataset_024,5255.73,9.07
scenario3,dataset_025,4869.31,8.35
scenario3,dataset_026,5518.69,9.11
scenario3,dataset_027,5957.86,10.09
scenario3,dataset_028,4710.23,8.56
scenario3,dataset_029,6002.69,8.82
scenario3,dataset_030,5101.81,7.50
scenario3,dataset_031,5394.85,9.69
scenario3,dataset_032,5320.24,8.22
scenario3,dataset_033,5118.94,9.15
scenario3,dataset_034,5058.69,9.83
scenario3,dataset_035,5370.08,8.06
scenario3,dataset_036,4867.72,9.93
scenario3,dataset_037,6327.21,8.48
scenario3,dataset_038,6265.91,10.31
scenario3,dataset_039,5338.27,10.04
scenario3,dataset_040,5259.61,9.47
scenario3,dataset_041,6407.88,9.29
scenario3,dataset_042,5080.63,8.49
scenario3,dataset_043,5476.85,8.68
scenario3,dataset_044,5812.46,9.12
scenario3,dataset_045,5211.16,10.68
scenario3,dataset_046,4856.70,9.47
scenario3,dataset_047,4985.27,8.49
scenario3,dataset_048,5688.60,9.63
scenario3,dataset_049,4450.90,9.01
scenario3,dataset_050,5065.93,9.49
scenario3,dataset_051,5306.69,10.93
scenario3,dataset_052,4962.12,9.24
scenario3,dataset_053,6157.38,10.56
scenario3,dataset_054,5209.73,9.14
scenario3,dataset_055,6705.44,9.08
scenario3,dataset_056,5390.85,9.97
scenario3,dataset_057,5974.03,7.49
scenario3,dataset_058,6765.48,8.83
scenario3,dataset_059,6745.19,9.56
scenario3,dataset_060,6339.90,9.44
scenario3,dataset_061,4967.21,9.61
scenario3,dataset_062,5351.48,10.04
scenario3,dataset_063,4891.45,10.23
scenario3,dataset_064,4566.28,9.05
scenario3,dataset_065,5223.61,9.90
scenario3,dataset_066,5400.39,8.41
scenario3,dataset_067,4695.17,9.28
scenario3,dataset_068,4940.56,9.10
scenario3,dataset_069,5311.48,8.02
scenario3,dataset_070,5447.05,11.00
scenario3,dataset_071,4813.35,9.09
scenario3,dataset_072,5544.91,7.70
scenario3,dataset_073,6538.69,10.36
scenario3,dataset_074,5368.16,8.46
scenario3,dataset_075,4829.63,9.46
scenario3,dataset_076,6243.52,9.58
scenario3,dataset_077,5122.44,8.19
scenario3,dataset_078,5530.77,10.03
scenario3,dataset_079,5935.94,10.07
scenario3,dataset_080,4787.15,10.67
scenario3,dataset_081,4701.60,9.45
scenario3,dataset_082,5328.79,9.14
scenario3,dataset_083,5818.70,9.96
scenario3,dataset_084,4973.58,9.01
scenario3,dataset_085,5563.61,10.61
scenario3,dataset_086,5372.90,8.55
scenario3,dataset_087,6157.70,10.16
scenario3,dataset_088,5422.33,10.83
scenario3,dataset_089,5092.10,10.70
scenario3,dataset_090,5922.28,9.26
scenario3,dataset_091,5451.77,10.77
scenario3,dataset_092,5139.74,9.66
scenario3,dataset_093,5341.79,8.96
scenario3,dataset_094,5748.43,9.72
scenario3,dataset_095,5257.73,9.36
scenario3,dataset_096,5839.82,8.62
scenario3,dataset_097,5649.55,9.79
scenario3,dataset_098,5385.98,9.62
scenario3,dataset_099,6643.06,8.32
scenario3,dataset_100,5329.97,10.03
