scenario,dataset,total_distance_sum,total_time_ms_sum
scenario2,dataset_001,4321.44,14.93
scenario2,dataset_002,4902.50,16.78
scenario2,dataset_003,5785.19,12.83
scenario2,dataset_004,4739.51,15.30
scenario2,dataset_005,4761.99,12.55
scenario2,dataset_006,5017.89,14.38
scenario2,dataset_007,4638.31,14.04
scenario2,dataset_008,4718.52,13.45
scenario2,dataset_009,4989.14,14.77
scenario2,dataset_010,5311.33,12.57
scenario2,dataset_011,5789.85,12.50
scenario2,dataset_012,4502.50,13.71
scenario2,dataset_013,5691.94,13.21
scenario2,dataset_014,4962.33,13.23
scenario2,dataset_015,5280.78,15.08
scenario2,dataset_016,5472.32,15.35
scenario2,dataset_017,5361.85,14.30
scenario2,dataset_018,4901.64,12.84
scenario2,dataset_019,5535.49,11.84
scenario2,dataset_020,4635.44,12.73
scenario2,dataset_021,5473.83,13.82
scenario2,dataset_022,5083.57,13.04
scenario2,dataset_023,5009.09,13.67
scenario2,dataset_024,5256.02,14.79
scenario2,dataset_025,4405.34,13.60
scenario2,dataset_026,5240.09,14.95
scenario2,dataset_027,5549.47,13.40
scenario2,dataset_028,4567.88,13.15
scenario2,dataset_029,5918.75,15.81
scenario2,dataset_030,4735.56,15.92
scenario2,dataset_031,5058.81,13.84
scenario2,dataset_032,4896.12,12.40
scenario2,dataset_033,4731.05,15.01
scenario2,dataset_034,4822.52,13.16
scenario2,dataset_035,5236.97,14.05
scenario2,dataset_036,4587.24,11.63
scenario2,dataset_037,5347.90,13.58
scenario2,dataset_038,5705.69,13.21
scenario2,dataset_039,4831.56,12.97
scenario2,dataset_040,4662.78,13.78
scenario2,dataset_041,5646.29,13.42
scenario2,dataset_042,5041.15,13.42
scenario2,dataset_043,5435.83,12.42
scenario2,dataset_044,5400.85,14.13
scenario2,dataset_045,4935.93,14.49
scenario2,dataset_046,4646.06,13.28
scenario2,dataset_047,4778.33,15.02
scenario2,dataset_048,5493.33,14.07
scenario2,dataset_049,4455.61,12.29
scenario2,dataset_050,4843.84,14.57
scenario2,dataset_051,4765.35,14.11
scenario2,dataset_052,5002.92,12.10
scenario2,dataset_053,5568.60,13.98
scenario2,dataset_054,5202.64,13.22
scenario2,dataset_055,6132.24,12.67
scenario2,dataset_056,5130.58,13.25
scenario2,dataset_057,5539.89,13.18
scenario2,dataset_058,6353.18,14.16
scenario2,dataset_059,5777.70,13.28
scenario2,dataset_060,6051.70,12.37
scenario2,dataset_061,4655.58,13.38
scenario2,dataset_062,5010.30,14.85
scenario2,dataset_063,4555.03,13.20
scenario2,dataset_064,4109.86,12.49
scenario2,dataset_065,4843.60,14.75
scenario2,dataset_066,5142.96,13.05
scenario2,dataset_067,4461.08,12.72
scenario2,dataset_068,4832.14,14.11
scenario2,dataset_069,5532.57,13.05
scenario2,dataset_070,4829.50,15.45
scenario2,dataset_071,4682.38,13.88
scenario2,dataset_072,5427.96,12.73
scenario2,dataset_073,5895.64,14.38
scenario2,dataset_074,5209.12,14.78
scenario2,dataset_075,4364.66,13.44
scenario2,dataset_076,5754.69,14.31
scenario2,dataset_077,4723.47,12.80
scenario2,dataset_078,5247.36,13.93
scenario2,dataset_079,5413.99,12.17
scenario2,dataset_080,4446.90,15.42
scenario2,dataset_081,4629.98,13.53
scenario2,dataset_082,4783.84,11.73
scenario2,dataset_083,5776.68,14.02
scenario2,dataset_084,4778.46,14.50
scenario2,dataset_085,5126.83,14.75
scenario2,dataset_086,5254.84,14.27
scenario2,dataset_087,5759.79,15.71
scenario2,dataset_088,4800.04,13.23
scenario2,dataset_089,4814.94,13.78
scenario2,dataset_090,5337.49,12.04
scenario2,dataset_091,5241.94,12.84
scenario2,dataset_092,4711.24,11.67
scenario2,dataset_093,4623.61,13.94
scenario2,dataset_094,5307.52,12.66
scenario2,dataset_095,4835.48,13.37
scenario2,dataset_096,5455.39,13.97
scenario2,dataset_097,5078.67,13.24
scenario2,dataset_098,5310.33,13.47
scenario2,dataset_099,6159.40,12.16
scenario2,dataset_100,5219.30,14.68
