scenario,dataset,total_distance_sum,total_time_ms_sum
scenario2,dataset_001,4253.87,3.96
scenario2,dataset_002,4517.60,3.37
scenario2,dataset_003,5846.10,4.12
scenario2,dataset_004,4660.07,3.58
scenario2,dataset_005,4715.32,3.55
scenario2,dataset_006,5009.79,3.62
scenario2,dataset_007,4383.14,3.14
scenario2,dataset_008,4629.88,3.49
scenario2,dataset_009,5092.53,3.72
scenario2,dataset_010,5048.43,3.75
scenario2,dataset_011,5724.25,3.82
scenario2,dataset_012,4379.11,3.30
scenario2,dataset_013,5639.62,3.60
scenario2,dataset_014,4479.40,3.31
scenario2,dataset_015,5124.39,4.05
scenario2,dataset_016,5467.62,3.62
scenario2,dataset_017,5375.75,3.30
scenario2,dataset_018,5033.26,3.15
scenario2,dataset_019,5763.13,3.95
scenario2,dataset_020,4637.66,3.74
scenario2,dataset_021,5348.97,3.96
scenario2,dataset_022,5011.67,4.00
scenario2,dataset_023,4576.79,3.74
scenario2,dataset_024,4974.11,3.36
scenario2,dataset_025,4391.34,3.29
scenario2,dataset_026,5074.54,3.45
scenario2,dataset_027,5677.75,4.30
scenario2,dataset_028,4427.71,3.71
scenario2,dataset_029,5736.03,4.47
scenario2,dataset_030,4664.81,3.61
scenario2,dataset_031,4836.94,4.41
scenario2,dataset_032,4780.89,4.05
scenario2,dataset_033,4913.71,3.38
scenario2,dataset_034,4701.86,3.59
scenario2,dataset_035,5242.21,3.59
scenario2,dataset_036,4471.28,3.22
scenario2,dataset_037,5760.83,4.08
scenario2,dataset_038,5833.49,3.74
scenario2,dataset_039,5044.37,3.52
scenario2,dataset_040,4701.34,3.29
scenario2,dataset_041,5681.04,3.42
scenario2,dataset_042,4675.84,3.46
scenario2,dataset_043,5229.27,3.87
scenario2,dataset_044,5380.58,3.10
scenario2,dataset_045,4891.43,4.06
scenario2,dataset_046,4757.68,3.19
scenario2,dataset_047,4781.09,3.79
scenario2,dataset_048,5374.58,3.29
scenario2,dataset_049,4375.50,3.43
scenario2,dataset_050,4936.40,3.37
scenario2,dataset_051,4752.58,3.28
scenario2,dataset_052,4676.81,3.39
scenario2,dataset_053,5545.21,4.42
scenario2,dataset_054,4742.50,3.27
scenario2,dataset_055,6096.36,4.58
scenario2,dataset_056,4938.12,3.73
scenario2,dataset_057,5795.51,4.06
scenario2,dataset_058,6078.39,4.30
scenario2,dataset_059,5929.17,3.51
scenario2,dataset_060,5954.77,3.76
scenario2,dataset_061,4758.38,3.19
scenario2,dataset_062,5064.69,4.08
scenario2,dataset_063,4520.41,3.23
scenario2,dataset_064,4414.75,3.32
scenario2,dataset_065,4576.76,3.13
scenario2,dataset_066,4941.73,3.45
scenario2,dataset_067,4500.16,3.32
scenario2,dataset_068,4362.84,3.33
scenario2,dataset_069,5157.68,3.70
scenario2,dataset_070,5024.75,3.94
scenario2,dataset_071,4362.55,3.39
scenario2,dataset_072,5492.59,3.37
scenario2,dataset_073,5664.00,4.42
scenario2,dataset_074,5086.96,3.92
scenario2,dataset_075,4390.79,3.58
scenario2,dataset_076,5875.82,3.90
scenario2,dataset_077,4907.39,3.67
scenario2,dataset_078,5394.62,3.34
scenario2,dataset_079,5352.53,4.16
scenario2,dataset_080,4498.78,3.23
scenario2,dataset_081,4726.64,3.45
scenario2,dataset_082,4817.81,3.99
scenario2,dataset_083,5469.18,4.42
scenario2,dataset_084,4686.12,3.42
scenario2,dataset_085,5256.10,3.51
scenario2,dataset_086,4824.19,3.25
scenario2,dataset_087,5936.02,4.22
scenario2,dataset_088,5010.08,3.30
scenario2,dataset_089,4614.92,3.09
scenario2,dataset_090,5303.52,3.08
scenario2,dataset_091,5113.87,3.67
scenario2,dataset_092,4872.69,3.56
scenario2,dataset_093,4731.88,3.55
scenario2,dataset_094,5108.91,4.30
scenario2,dataset_095,5048.86,3.39
scenario2,dataset_096,5414.72,3.76
scenario2,dataset_097,5258.87,3.57
scenario2,dataset_098,5213.76,3.36
scenario2,dataset_099,6394.27,4.10
scenario2,dataset_100,4851.47,3.69
