scenario,dataset,total_distance_sum,total_time_ms_sum
scenario1,dataset_001,0.000000,7.558417
scenario1,dataset_002,0.000000,5.496750
scenario1,dataset_003,0.000000,6.719958
scenario1,dataset_004,0.000000,5.424083
scenario1,dataset_005,0.000000,9.115875
scenario1,dataset_006,0.000000,5.105125
scenario1,dataset_007,0.000000,7.202083
scenario1,dataset_008,0.000000,6.722208
scenario1,dataset_009,0.000000,5.302875
scenario1,dataset_010,0.000000,8.990500
scenario1,dataset_011,0.000000,10.941291
scenario1,dataset_012,0.000000,5.502167
scenario1,dataset_013,0.000000,8.965250
scenario1,dataset_014,0.000000,5.570292
scenario1,dataset_015,0.000000,4.586334
scenario1,dataset_016,0.000000,4.763125
scenario1,dataset_017,0.000000,5.014959
scenario1,dataset_018,0.000000,4.376250
scenario1,dataset_019,0.000000,5.057834
scenario1,dataset_020,0.000000,4.655958
scenario1,dataset_021,0.000000,4.877166
scenario1,dataset_022,0.000000,4.927041
scenario1,dataset_023,0.000000,4.455000
scenario1,dataset_024,0.000000,4.702916
scenario1,dataset_025,0.000000,7.937625
scenario1,dataset_026,0.000000,5.295583
scenario1,dataset_027,0.000000,9.543584
scenario1,dataset_028,0.000000,4.383042
scenario1,dataset_029,0.000000,7.013459
scenario1,dataset_030,0.000000,4.386833
scenario1,dataset_031,0.000000,4.184042
scenario1,dataset_032,0.000000,6.082334
scenario1,dataset_033,0.000000,4.444458
scenario1,dataset_034,0.000000,11.455875
scenario1,dataset_035,0.000000,4.059750
scenario1,dataset_036,0.000000,4.150834
scenario1,dataset_037,0.000000,6.994875
scenario1,dataset_038,0.000000,4.631250
scenario1,dataset_039,0.000000,4.571833
scenario1,dataset_040,0.000000,4.330291
scenario1,dataset_041,0.000000,6.409583
scenario1,dataset_042,0.000000,4.214375
scenario1,dataset_043,0.000000,5.191625
scenario1,dataset_044,0.000000,4.868459
scenario1,dataset_045,0.000000,9.599292
scenario1,dataset_046,0.000000,4.666166
scenario1,dataset_047,0.000000,4.324084
scenario1,dataset_048,0.000000,4.797625
scenario1,dataset_049,0.000000,4.694250
scenario1,dataset_050,0.000000,4.537417
scenario1,dataset_051,0.000000,4.584208
scenario1,dataset_052,0.000000,4.542458
scenario1,dataset_053,0.000000,7.962875
scenario1,dataset_054,0.000000,4.098709
scenario1,dataset_055,0.000000,4.605083
scenario1,dataset_056,0.000000,4.472417
scenario1,dataset_057,0.000000,4.987167
scenario1,dataset_058,0.000000,4.526916
scenario1,dataset_059,0.000000,8.273167
scenario1,dataset_060,0.000000,4.406708
scenario1,dataset_061,0.000000,6.019291
scenario1,dataset_062,0.000000,9.039666
scenario1,dataset_063,0.000000,4.720750
scenario1,dataset_064,0.000000,4.489292
scenario1,dataset_065,0.000000,4.312625
scenario1,dataset_066,0.000000,4.460667
scenario1,dataset_067,0.000000,5.955875
scenario1,dataset_068,0.000000,4.485625
scenario1,dataset_069,0.000000,11.952458
scenario1,dataset_070,0.000000,7.510416
scenario1,dataset_071,0.000000,5.551834
scenario1,dataset_072,0.000000,4.277292
scenario1,dataset_073,0.000000,8.202541
scenario1,dataset_074,0.000000,4.580416
scenario1,dataset_075,0.000000,4.223625
scenario1,dataset_076,0.000000,4.752459
scenario1,dataset_077,0.000000,9.917417
scenario1,dataset_078,0.000000,4.131125
scenario1,dataset_079,0.000000,4.298208
scenario1,dataset_080,0.000000,4.371042
scenario1,dataset_081,0.000000,4.791375
scenario1,dataset_082,0.000000,4.878667
scenario1,dataset_083,0.000000,4.442292
scenario1,dataset_084,0.000000,4.477917
scenario1,dataset_085,0.000000,4.965167
scenario1,dataset_086,0.000000,4.289166
scenario1,dataset_087,0.000000,4.771333
scenario1,dataset_088,0.000000,4.616250
scenario1,dataset_089,0.000000,7.212334
scenario1,dataset_090,0.000000,5.878333
scenario1,dataset_091,0.000000,5.495041
scenario1,dataset_092,0.000000,5.643542
scenario1,dataset_093,0.000000,4.534209
scenario1,dataset_094,0.000000,5.110541
scenario1,dataset_095,0.000000,4.444209
scenario1,dataset_096,0.000000,4.196375
scenario1,dataset_097,0.000000,4.239250
scenario1,dataset_098,0.000000,4.267417
scenario1,dataset_099,0.000000,4.109167
scenario1,dataset_100,0.000000,4.105333
